Cboe Volume and Put/Call Ratio data is compiled for the convenience of site visitors and is furnished without responsibility for accuracy and is accepted by the site visitor on the condition that transmission or omissions shall not be made the basis for any claim demand or cause for action.  As of June 11 2012 Equity Volume includes only the volume of equity option products and excludes that of exchange-traded products.  Historical index volume from November 1 2006 through May 31 2012 is based on cleared volume as reported by the OCC. The volume data reflected after May 31 2012 below is based upon preliminary reported volume rather than cleared volume. The information and data was obtained from sources believed to be reliable but accuracy is not guaranteed. Your use of Cboe Volume and Put/Call Ratio data is subject to the Terms and Conditions of Cboe Websites.,,,,
, PRODUCT: EQUITY,,EXCHANGE: Cboe,
03/27/2018, 913665, 649671, 1563336, 0.71
03/28/2018, 845151, 577929, 1423080, 0.68
03/29/2018, 926248, 582438, 1508686, 0.63
04/02/2018, 764054, 588316, 1352370, 0.77
04/03/2018, 690499, 449427, 1139926, 0.65
04/04/2018, 760641, 476721, 1237362, 0.63
04/05/2018, 927532, 569544, 1497076, 0.61
04/06/2018, 766021, 585394, 1351415, 0.76
04/09/2018, 711361, 432199, 1143560, 0.61
04/10/2018, 838295, 475223, 1313518, 0.57
04/11/2018, 753405, 491077, 1244482, 0.65
04/12/2018, 868455, 572499, 1440954, 0.66
04/13/2018, 1050072, 696700, 1746772, 0.66
04/16/2018, 914223, 583158, 1497381, 0.64
04/17/2018, 1037912, 708380, 1746292, 0.68
04/18/2018, 1077154, 604574, 1681728, 0.56
04/19/2018, 1129542, 728277, 1857819, 0.64
04/20/2018, 1414881, 913725, 2328606, 0.65
04/23/2018, 902235, 551357, 1453592, 0.61
04/24/2018, 1014287, 690493, 1704780, 0.68
04/25/2018, 1056078, 735513, 1791591, 0.70
04/26/2018, 1264763, 768857, 2033620, 0.61
04/27/2018, 1190484, 761371, 1951855, 0.64
04/30/2018, 854217, 524070, 1378287, 0.61
05/01/2018, 772602, 525886, 1298488, 0.68
05/02/2018, 902455, 586391, 1488846, 0.65
05/03/2018, 938226, 709407, 1647633, 0.76
05/04/2018, 1136638, 625971, 1762609, 0.55
05/07/2018, 969102, 522133, 1491235, 0.54
05/08/2018, 804872, 488489, 1293361, 0.61
05/09/2018, 1138939, 662698, 1801637, 0.58
05/10/2018, 1109635, 565811, 1675446, 0.51
05/11/2018, 976251, 585117, 1561368, 0.60
05/14/2018, 932964, 577082, 1510046, 0.62
05/15/2018, 776102, 480965, 1257067, 0.62
05/16/2018, 990611, 499498, 1490109, 0.50
05/17/2018, 1057104, 600947, 1658051, 0.57
05/18/2018, 1092969, 716839, 1809808, 0.66
05/21/2018, 937777, 507509, 1445286, 0.54
05/22/2018, 903015, 522857, 1425872, 0.58
05/23/2018, 765565, 495002, 1260567, 0.65
05/24/2018, 902241, 576382, 1478623, 0.64
05/25/2018, 1027495, 628076, 1655571, 0.61
05/29/2018, 914287, 595341, 1509628, 0.65
05/30/2018, 917442, 516448, 1433890, 0.56
05/31/2018, 918325, 578640, 1496965, 0.63
06/01/2018, 1185033, 664360, 1849393, 0.56
06/04/2018, 1070798, 587803, 1658601, 0.55
06/05/2018, 1119436, 534756, 1654192, 0.48
06/06/2018, 1134561, 596175, 1730736, 0.53
06/07/2018, 1164971, 656252, 1821223, 0.56
06/08/2018, 1013083, 606198, 1619281, 0.60
06/11/2018, 1033475, 558167, 1591642, 0.54
06/12/2018, 1121773, 556234, 1678007, 0.50
06/13/2018, 1119311, 606372, 1725683, 0.54
06/14/2018, 1261302, 629148, 1890450, 0.50
06/15/2018, 1347480, 826683, 2174163, 0.61
06/18/2018, 1011610, 545529, 1557139, 0.54
06/19/2018, 1008678, 597572, 1606250, 0.59
06/20/2018, 1020741, 575236, 1595977, 0.56
06/21/2018, 1023040, 575792, 1598832, 0.56
06/22/2018, 1017163, 574349, 1591512, 0.56
06/25/2018, 1170048, 712240, 1882288, 0.61
06/26/2018, 987158, 514092, 1501250, 0.52
06/27/2018, 959777, 640650, 1600427, 0.67
06/28/2018, 784221, 506913, 1291134, 0.65
06/29/2018, 838924, 581281, 1420205, 0.69
07/02/2018, 648123, 375428, 1023551, 0.58
07/03/2018, 470195, 312771, 782966, 0.67
07/05/2018, 763068, 460583, 1223651, 0.60
07/06/2018, 871060, 499995, 1371055, 0.57
07/09/2018, 989968, 523059, 1513027, 0.53
07/10/2018, 756583, 556971, 1313554, 0.74
07/11/2018, 704583, 418971, 1123554, 0.59
07/12/2018, 946550, 525993, 1472543, 0.56
07/13/2018, 1102698, 679760, 1782458, 0.62
07/16/2018, 858956, 604182, 1463138, 0.70
07/17/2018, 908770, 593431, 1502201, 0.65
07/18/2018, 931611, 519461, 1451072, 0.56
07/19/2018, 1047570, 650451, 1698021, 0.62
07/20/2018, 1348533, 895449, 2243982, 0.66
07/23/2018, 1037451, 567194, 1604645, 0.55
07/24/2018, 1028864, 647937, 1676801, 0.63
07/25/2018, 1020610, 619039, 1639649, 0.61
07/26/2018, 1187715, 748780, 1936495, 0.63
07/27/2018, 1181334, 789657, 1970991, 0.67
07/30/2018, 989211, 715707, 1704918, 0.72
07/31/2018, 921499, 637783, 1559282, 0.69
08/01/2018, 972475, 653474, 1625949, 0.67
08/02/2018, 1231530, 709735, 1941265, 0.58
08/03/2018, 1043634, 587821, 1631455, 0.56
08/06/2018, 883603, 550287, 1433890, 0.62
08/07/2018, 963316, 617763, 1581079, 0.64
08/08/2018, 922686, 571882, 1494568, 0.62
08/09/2018, 987010, 611652, 1598662, 0.62
08/10/2018, 935697, 652943, 1588640, 0.70
08/13/2018, 865026, 554120, 1419146, 0.64
08/14/2018, 920750, 609710, 1530460, 0.66
08/15/2018, 1103165, 728201, 1831366, 0.66
08/16/2018, 1145049, 687191, 1832240, 0.60
08/17/2018, 1242892, 867592, 2110484, 0.70
08/20/2018, 1038005, 569867, 1607872, 0.55
08/21/2018, 932105, 545101, 1477206, 0.58
08/22/2018, 844777, 503585, 1348362, 0.60
08/23/2018, 989520, 606644, 1596164, 0.61
08/24/2018, 1019951, 579479, 1599430, 0.57
08/27/2018, 1204342, 632416, 1836758, 0.53
08/28/2018, 940682, 500470, 1441152, 0.53
08/29/2018, 1092654, 597557, 1690211, 0.55
08/30/2018, 1107857, 645867, 1753724, 0.58
08/31/2018, 1007700, 633690, 1641390, 0.63
09/04/2018, 1021076, 604418, 1625494, 0.59
09/05/2018, 1098548, 684955, 1783503, 0.62
09/06/2018, 1047128, 774189, 1821317, 0.74
09/07/2018, 1000715, 686393, 1687108, 0.69
09/10/2018, 844877, 519797, 1364674, 0.62
09/11/2018, 913473, 556172, 1469645, 0.61
09/12/2018, 1132988, 625266, 1758254, 0.55
09/13/2018, 1340299, 669873, 2010172, 0.50
09/14/2018, 1083914, 624258, 1708172, 0.58
09/17/2018, 917979, 583455, 1501434, 0.64
09/18/2018, 988476, 546089, 1534565, 0.55
09/19/2018, 1152609, 661845, 1814454, 0.57
09/20/2018, 1253679, 703351, 1957030, 0.56
09/21/2018, 1303787, 737258, 2041045, 0.57
09/24/2018, 885457, 558660, 1444117, 0.63
09/25/2018, 981752, 509042, 1490794, 0.52
09/26/2018, 931837, 554063, 1485900, 0.59
09/27/2018, 860657, 521525, 1382182, 0.61
09/28/2018, 1123618, 717647, 1841265, 0.64
10/01/2018, 979404, 556812, 1536216, 0.57
10/02/2018, 1000549, 544094, 1544643, 0.54
10/03/2018, 1034256, 577107, 1611363, 0.56
10/04/2018, 998160, 713835, 1711995, 0.72
10/05/2018, 1001382, 837644, 1839026, 0.84
10/08/2018, 879048, 578116, 1457164, 0.66
10/09/2018, 906730, 558308, 1465038, 0.62
10/10/2018, 1131971, 838732, 1970703, 0.74
10/11/2018, 1153572, 788231, 1941803, 0.68
10/12/2018, 1073127, 715188, 1788315, 0.67
10/15/2018, 821270, 499956, 1321226, 0.61
10/16/2018, 931375, 583267, 1514642, 0.63
10/17/2018, 915666, 621882, 1537548, 0.68
10/18/2018, 924537, 679274, 1603811, 0.73
10/19/2018, 1101743, 906243, 2007986, 0.82
10/22/2018, 907384, 519810, 1427194, 0.57
10/23/2018, 1165828, 705894, 1871722, 0.61
10/24/2018, 1121227, 794647, 1915874, 0.71
10/25/2018, 1182403, 778374, 1960777, 0.66
10/26/2018, 1153070, 922536, 2075606, 0.80
10/29/2018, 1036298, 767001, 1803299, 0.74
10/30/2018, 1121688, 774001, 1895689, 0.69
10/31/2018, 1147893, 747335, 1895228, 0.65
11/01/2018, 1349684, 683966, 2033650, 0.51
11/02/2018, 1218285, 833458, 2051743, 0.68
11/05/2018, 852962, 518337, 1371299, 0.61
11/06/2018, 751979, 500980, 1252959, 0.67
11/07/2018, 1137300, 669016, 1806316, 0.59
11/08/2018, 936771, 596764, 1533535, 0.64
11/09/2018, 1051286, 836858, 1888144, 0.80
11/12/2018, 861263, 625188, 1486451, 0.73
11/13/2018, 876613, 613813, 1490426, 0.70
11/14/2018, 951926, 773688, 1725614, 0.81
11/15/2018, 900049, 659941, 1559990, 0.73
11/16/2018, 1037595, 763156, 1800751, 0.74
11/19/2018, 932034, 675303, 1607337, 0.72
11/20/2018, 967305, 794113, 1761418, 0.82
11/21/2018, 670296, 488856, 1159152, 0.73
11/23/2018, 418598, 357318, 775916, 0.85
11/26/2018, 814666, 519950, 1334616, 0.64
11/27/2018, 694457, 487038, 1181495, 0.70
11/28/2018, 958428, 593364, 1551792, 0.62
11/29/2018, 886977, 506021, 1392998, 0.57
11/30/2018, 999559, 526506, 1526065, 0.53
12/03/2018, 1077314, 609209, 1686523, 0.57
12/04/2018, 910062, 632459, 1542521, 0.69
12/06/2018, 926238, 787251, 1713489, 0.85
12/07/2018, 952729, 731755, 1684484, 0.77
12/10/2018, 962080, 670464, 1632544, 0.70
12/11/2018, 663800, 431283, 1095083, 0.65
12/12/2018, 769190, 475230, 1244420, 0.62
12/13/2018, 668389, 499556, 1167945, 0.75
12/14/2018, 808892, 639628, 1448520, 0.79
12/17/2018, 675923, 658420, 1334343, 0.97
12/18/2018, 736892, 507383, 1244275, 0.69
12/19/2018, 754723, 640131, 1394854, 0.85
12/20/2018, 947724, 865645, 1813369, 0.91
12/21/2018, 879492, 989679, 1869171, 1.13
12/24/2018, 510716, 403762, 914478, 0.79
12/26/2018, 940209, 585603, 1525812, 0.62
12/27/2018, 738959, 535793, 1274752, 0.73
12/28/2018, 1126242, 491363, 1617605, 0.44
12/31/2018, 590501, 356597, 947098, 0.60
01/02/2019, 661620, 441647, 1103267, 0.67
01/03/2019, 855141, 622457, 1477598, 0.73
01/04/2019, 1252477, 740897, 1993374, 0.59
01/07/2019, 1014161, 604667, 1618828, 0.60
01/08/2019, 922520, 583097, 1505617, 0.63
01/09/2019, 1010544, 600185, 1610729, 0.59
01/10/2019, 895503, 584037, 1479540, 0.65
01/11/2019, 1108280, 849105, 1957385, 0.77
01/14/2019, 878155, 568896, 1447051, 0.65
01/15/2019, 932512, 655126, 1587638, 0.70
01/16/2019, 985591, 591959, 1577550, 0.60
01/17/2019, 1307123, 679779, 1986902, 0.52
01/18/2019, 1656518, 895294, 2551812, 0.54
01/22/2019, 1037183, 666392, 1703575, 0.64
01/23/2019, 878205, 560465, 1438670, 0.64
01/24/2019, 916000, 655693, 1571693, 0.72
01/25/2019, 1361308, 696172, 2057480, 0.51
01/28/2019, 820622, 624306, 1444928, 0.76
01/29/2019, 850592, 575534, 1426126, 0.68
01/30/2019, 1236083, 780028, 2016111, 0.63
01/31/2019, 1438657, 762358, 2201015, 0.53
02/01/2019, 1114041, 671624, 1785665, 0.60
02/04/2019, 1003638, 597181, 1600819, 0.60
02/05/2019, 1065048, 599883, 1664931, 0.56
02/06/2019, 1000045, 640447, 1640492, 0.64
02/07/2019, 1008551, 706989, 1715540, 0.70
02/08/2019, 1078626, 662819, 1741445, 0.61
02/11/2019, 768348, 464223, 1232571, 0.60
02/12/2019, 996011, 570208, 1566219, 0.57
02/13/2019, 1048740, 596519, 1645259, 0.57
02/14/2019, 998836, 598491, 1597327, 0.60
02/15/2019, 1310202, 676710, 1986912, 0.52
02/19/2019, 1018647, 620374, 1639021, 0.61
02/20/2019, 1142856, 621668, 1764524, 0.54
02/21/2019, 869622, 572259, 1441881, 0.66
02/22/2019, 1198875, 750866, 1949741, 0.63
02/25/2019, 1237274, 685238, 1922512, 0.55
02/26/2019, 953320, 571734, 1525054, 0.60
02/27/2019, 1041781, 564022, 1605803, 0.54
02/28/2019, 1103692, 695722, 1799414, 0.63
03/01/2019, 1250034, 744655, 1994689, 0.60
03/04/2019, 1079635, 719577, 1799212, 0.67
03/05/2019, 1024928, 681959, 1706887, 0.67
03/06/2019, 991028, 697993, 1689021, 0.70
03/07/2019, 940954, 718836, 1659790, 0.76
03/08/2019, 929767, 693735, 1623502, 0.75
03/11/2019, 1047523, 594619, 1642142, 0.57
03/12/2019, 964175, 638469, 1602644, 0.66
03/13/2019, 1127424, 589729, 1717153, 0.52
03/14/2019, 999100, 649302, 1648402, 0.65
03/15/2019, 1458375, 826746, 2285121, 0.57
03/18/2019, 1112544, 576718, 1689262, 0.52
03/19/2019, 1078623, 620918, 1699541, 0.58
03/20/2019, 1038745, 604610, 1643355, 0.58
03/21/2019, 1294919, 658201, 1953120, 0.51
03/22/2019, 1144705, 775827, 1920532, 0.68
03/25/2019, 901765, 560325, 1462090, 0.62
03/26/2019, 742805, 486417, 1229222, 0.65
03/27/2019, 848465, 585373, 1433838, 0.69
03/28/2019, 709462, 501508, 1210970, 0.71
03/29/2019, 936380, 608984, 1545364, 0.65
04/01/2019, 931739, 568565, 1500304, 0.61
04/02/2019, 881986, 499054, 1381040, 0.57
04/03/2019, 1085843, 566160, 1652003, 0.52
04/04/2019, 846444, 496533, 1342977, 0.59
04/05/2019, 1010592, 597843, 1608435, 0.59
04/08/2019, 846951, 578942, 1425893, 0.68
04/09/2019, 912676, 525321, 1437997, 0.58
04/10/2019, 830752, 515616, 1346368, 0.62
04/11/2019, 806635, 536535, 1343170, 0.67
04/12/2019, 1281130, 688106, 1969236, 0.54
04/15/2019, 869422, 497774, 1367196, 0.57
04/16/2019, 1095380, 638821, 1734201, 0.58
04/17/2019, 1268430, 692802, 1961232, 0.55
04/18/2019, 1201213, 740227, 1941440, 0.62
04/22/2019, 966506, 578253, 1544759, 0.60
04/23/2019, 1135704, 668685, 1804389, 0.59
04/24/2019, 1001346, 596515, 1597861, 0.60
04/25/2019, 1201612, 690907, 1892519, 0.57
04/26/2019, 1227766, 772592, 2000358, 0.63
04/29/2019, 1106508, 674174, 1780682, 0.61
04/30/2019, 1032818, 668938, 1701756, 0.65
05/01/2019, 1204723, 764643, 1969366, 0.63
05/02/2019, 1109963, 708637, 1818600, 0.64
05/03/2019, 1258967, 651176, 1910143, 0.52
05/06/2019, 963040, 607530, 1570570, 0.63
05/07/2019, 1062079, 727217, 1789296, 0.68
05/08/2019, 850759, 558340, 1409099, 0.66
05/09/2019, 1023761, 716578, 1740339, 0.70
05/10/2019, 1016185, 815091, 1831276, 0.80
05/13/2019, 965156, 758814, 1723970, 0.79
05/14/2019, 865620, 603876, 1469496, 0.70
05/15/2019, 889012, 681752, 1570764, 0.77
05/16/2019, 1114336, 730249, 1844585, 0.66
05/17/2019, 1084448, 877762, 1962210, 0.81
05/20/2019, 1074402, 703725, 1778127, 0.65
05/21/2019, 913247, 518154, 1431401, 0.57
05/22/2019, 841043, 607282, 1448325, 0.72
05/23/2019, 988866, 791748, 1780614, 0.80
05/24/2019, 882744, 671818, 1554562, 0.76
05/28/2019, 862138, 588704, 1450842, 0.68
05/29/2019, 979704, 621859, 1601563, 0.63
05/30/2019, 900243, 574384, 1474627, 0.64
05/31/2019, 963329, 795843, 1759172, 0.83
06/03/2019, 979370, 659855, 1639225, 0.67
06/04/2019, 999117, 668182, 1667299, 0.67
06/05/2019, 964134, 616954, 1581088, 0.64
06/06/2019, 951530, 632090, 1583620, 0.66
06/07/2019, 1277782, 653832, 1931614, 0.51
06/10/2019, 1148733, 659584, 1808317, 0.57
06/11/2019, 939542, 614894, 1554436, 0.65
06/12/2019, 807702, 618660, 1426362, 0.77
06/13/2019, 877774, 548758, 1426532, 0.63
06/14/2019, 904100, 569657, 1473757, 0.63
06/17/2019, 870584, 626163, 1496747, 0.72
06/18/2019, 1117072, 617389, 1734461, 0.55
06/19/2019, 897759, 547291, 1445050, 0.61
06/20/2019, 1148393, 599359, 1747752, 0.52
06/21/2019, 1208726, 645304, 1854030, 0.53
06/24/2019, 858390, 507784, 1366174, 0.59
06/25/2019, 867248, 544717, 1411965, 0.63
06/26/2019, 896339, 599589, 1495928, 0.67
06/27/2019, 880443, 509219, 1389662, 0.58
06/28/2019, 1054906, 584246, 1639152, 0.55
07/01/2019, 1019617, 666750, 1686367, 0.65
07/02/2019, 735974, 485435, 1221409, 0.66
07/03/2019, 647327, 414050, 1061377, 0.64
07/05/2019, 836671, 508795, 1345466, 0.61
07/08/2019, 840533, 529644, 1370177, 0.63
07/09/2019, 941111, 548213, 1489324, 0.58
07/10/2019, 1072189, 547357, 1619546, 0.51
07/11/2019, 957745, 587753, 1545498, 0.61
07/12/2019, 1082878, 593296, 1676174, 0.55
07/15/2019, 807742, 473581, 1281323, 0.59
07/16/2019, 876077, 541638, 1417715, 0.62
07/17/2019, 828522, 554443, 1382965, 0.67
07/18/2019, 973173, 587478, 1560651, 0.60
07/19/2019, 1074312, 647865, 1722177, 0.60
07/22/2019, 878629, 624491, 1503120, 0.71
07/23/2019, 990645, 607726, 1598371, 0.61
07/24/2019, 1033192, 684552, 1717744, 0.66
07/25/2019, 1015283, 689682, 1704965, 0.68
07/26/2019, 1117110, 674953, 1792063, 0.60
07/29/2019, 840877, 594920, 1435797, 0.71
07/30/2019, 851995, 618704, 1470699, 0.73
07/31/2019, 1095430, 682247, 1777677, 0.62
08/01/2019, 1062839, 797472, 1860311, 0.75
08/02/2019, 1015573, 888014, 1903587, 0.87
08/05/2019, 961684, 812339, 1774023, 0.84
08/06/2019, 860334, 672164, 1532498, 0.78
08/07/2019, 883268, 685729, 1568997, 0.78
08/08/2019, 996781, 617243, 1614024, 0.62
08/09/2019, 874906, 594070, 1468976, 0.68
08/12/2019, 767458, 599239, 1366697, 0.78
08/13/2019, 884175, 583924, 1468099, 0.66
08/14/2019, 1022609, 858059, 1880668, 0.84
08/15/2019, 974585, 953303, 1927888, 0.98
08/16/2019, 1187690, 800064, 1987754, 0.67
08/19/2019, 1076910, 589277, 1666187, 0.55
08/20/2019, 845798, 587627, 1433425, 0.69
08/21/2019, 939289, 567470, 1506759, 0.60
08/22/2019, 768310, 568720, 1337030, 0.74
08/23/2019, 992661, 874414, 1867075, 0.88
08/26/2019, 758100, 439235, 1197335, 0.58
08/27/2019, 844488, 537569, 1382057, 0.64
08/28/2019, 773692, 492053, 1265745, 0.64
08/29/2019, 881877, 581314, 1463191, 0.66
08/30/2019, 808357, 551481, 1359838, 0.68
09/03/2019, 694019, 508049, 1202068, 0.73
09/04/2019, 896626, 611632, 1508258, 0.68
09/05/2019, 1202776, 641162, 1843938, 0.53
09/06/2019, 1029754, 577475, 1607229, 0.56
09/09/2019, 1196821, 707290, 1904111, 0.59
09/10/2019, 1151728, 747046, 1898774, 0.65
09/11/2019, 1308692, 705249, 2013941, 0.54
09/12/2019, 1103457, 610116, 1713573, 0.55
09/13/2019, 977275, 607781, 1585056, 0.62
09/16/2019, 968232, 658040, 1626272, 0.68
09/17/2019, 851323, 477486, 1328809, 0.56
09/18/2019, 828372, 583584, 1411956, 0.70
09/19/2019, 996626, 662944, 1659570, 0.67
09/20/2019, 1296617, 840375, 2136992, 0.65
09/23/2019, 992236, 640296, 1632532, 0.65
09/24/2019, 1141623, 802384, 1944007, 0.70
09/25/2019, 903105, 604220, 1507325, 0.67
09/26/2019, 828076, 613123, 1441199, 0.74
09/27/2019, 1183999, 855110, 2039109, 0.72
09/30/2019, 641619, 430827, 1072446, 0.67
10/01/2019, 850323, 616939, 1467262, 0.73
10/02/2019, 794943, 665991, 1460934, 0.84
10/03/2019, 847645, 656572, 1504217, 0.77
10/04/2019, 916877, 598296, 1515173, 0.65
